81|4673739|HM163936|02/04/2006 11:40:00 PM|001XX N CICERO AVE|1811|NARCOTICS|POSS: CANNABIS 30GMS OR LESS|SIDEWALK|True|False|1532|15.0|28.0|25.0|18|1144352.0|1900706.0|2006|04/15/2016 08:55:02 AM|41.883555466|-87.745389366|(41.883555466, -87.745389366)
82|4673740|HM263570|03/31/2006 11:38:00 AM|070XX S PRINCETON AVE|0460|BATTERY|SIMPLE|SCHOOL, PUBLIC, BUILDING|False|False|731|7.0|6.0|69.0|08B|1175510.0|1858310.0|2006|04/15/2016 08:55:02 AM|41.766574426|-87.632245564|(41.766574426, -87.632245564)
83|4673741|HM274486|04/06/2006 12:43:54 AM|005XX E 63RD ST|1310|CRIMINAL DAMAGE|TO PROPERTY|CHURCH/SYNAGOGUE/PLACE OF WORSHIP|False|False|313|3.0|20.0|42.0|14|1180766.0|1863351.0|2006|04/15/2016 08:55:02 AM|41.780288256|-87.61282568|(41.780288256, -87.61282568)
84|4673744|HM275098|04/05/2006 08:00:00 PM|017XX N DAMEN AVE|0890|THEFT|FROM BUILDING|RESTAURANT|False|False|1434|14.0|32.0|24.0|06|1162755.0|1911413.0|2006|04/15/2016 08:55:02 AM|41.912570441|-87.677511373|(41.912570441, -87.677511373)
85|4673746|HM274733|04/05/2006 09:00:00 PM|078XX S SOUTH SHORE DR|0486|BATTERY|DOMESTIC BATTERY SIMPLE|APARTMENT|False|True|421|4.0|7.0|43.0|08B|1197744.0|1854151.0|2006|04/15/2016 08:55:02 AM|41.754635641|-87.55088962|(41.754635641, -87.55088962)
86|4673748|HM270567|04/04/2006 04:17:02 AM|022XX E 68TH ST|1345|CRIMINAL DAMAGE|TO CITY OF CHICAGO PROPERTY|STREET|True|False|331|3.0|5.0|43.0|14|1192228.0|1860315.0|2006|04/15/2016 08:55:02 AM|41.771686024|-87.570903489|(41.771686024, -87.570903489)
87|4673749|HM185387|02/16/2006 10:40:13 PM|0000X N CENTRAL AVE|2024|NARCOTICS|POSS: HEROIN(WHITE)|SIDEWALK|True|False|1513|15.0|29.0|25.0|18|1139048.0|1899783.0|2006|04/15/2016 08:55:02 AM|41.881120698|-87.7648888|(41.881120698, -87.7648888)
88|4673751|HM163961|02/05/2006 12:40:00 AM|062XX S DR MARTIN LUTHER KING JR DR|2027|NARCOTICS|POSS: CRACK|CHA PARKING LOT/GROUNDS|True|False|313|3.0|20.0|42.0|18|1179993.0|1863685.0|2006|04/15/2016 08:55:02 AM|41.781222523|-87.615649378|(41.781222523, -87.615649378)
90|4673753|HM272753|04/05/2006 07:07:00 AM|026XX W MADISON ST|0454|BATTERY|AGG PO HANDS NO/MIN INJURY|SIDEWALK|True|False|1125|11.0|2.0|27.0|08B|1158638.0|1899913.0|2006|04/15/2016 08:55:02 AM|41.881098841|-87.692951526|(41.881098841, -87.692951526)
91|4673755|HM274675|04/06/2006 07:00:00 AM|105XX S AVENUE L|0486|BATTERY|DOMESTIC BATTERY SIMPLE|STREET|False|True|432|4.0|10.0|52.0|08B|1201842.0|1835776.0|2006|04/15/2016 08:55:02 AM|41.704110064|-87.536495442|(41.704110064, -87.536495442)
