||268140|2002|2498|111|||None|man|5|7|diesel|2015-11-14 18:55:21.601177+00|2016-01-27 20:40:15.46361+00|9433.75
mercedes-benz||176830|2005|1992|103|||None|man|5|5|diesel|2015-11-14 18:55:21.61103+00|2016-01-27 20:40:15.46361+00|6106.59
skoda|octavia|30351|2015|1798|132|||None|man|5|None|gasoline|2015-11-14 18:55:21.630333+00|2016-01-27 20:40:15.46361+00|16839.38
nissan|x-trail|166000|2006|2184|100|||None|man|5|5|diesel|2015-11-14 18:55:21.665555+00|2016-01-27 20:40:15.46361+00|5840.12
ford|galaxy|156000|2007|1997|103|||None|man|5|7|diesel|2015-11-14 18:55:21.675815+00|2016-01-27 20:40:15.46361+00|7949.67
opel|insignia|129000|2012|1956|96|||None|man|5|5|diesel|2015-11-14 18:55:21.72436+00|2016-01-27 20:40:15.46361+00|10651.37
audi|a8|275000|2007|2967|171|||None|auto|4|5|diesel|2015-11-14 18:55:21.735616+00|2016-01-27 20:40:15.46361+00|10325.68
ford|galaxy|167000|2012|2179|147|||None|man|5|7|diesel|2015-11-14 18:55:21.744625+00|2016-01-27 20:40:15.46361+00|14796.45
||166000|2001|1598|79|||None|man|5|5|gasoline|2015-11-14 18:55:21.753525+00|2016-01-27 20:40:15.46361+00|2183.57
skoda|octavia|173000|2003|1984|85|||None|man|None|None|gasoline|2015-11-14 18:55:21.79531+00|2016-01-27 20:40:15.46361+00|2849.74
