40361099999;AL JOUF;SA;2019;2019-09-08T23:00:00+02:00;29.785133;40.100006;689.15;300;ANGULAR DEGREES;Passed all quality control checks;Normal;3.6;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;27.1;DEGREES CELSIUS;Passed all quality control checks;8;DEGREES CELSIUS;Passed all quality control checks;1004.9;HECTOPASCALS;Passed all quality control checks;29.785133|40.100006
41084099999;BISHA;SA;2019;2019-09-08T23:00:00+02:00;19.98435;42.620881;1184.75;190;ANGULAR DEGREES;Passed all quality control checks;Normal;3.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;29.0;DEGREES CELSIUS;Passed all quality control checks;6;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;19.98435|42.620881
41136099999;SHARURAH;SA;2019;2019-09-08T23:00:00+02:00;17.466875;47.121431;720.24;210;ANGULAR DEGREES;Passed all quality control checks;Normal;2.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;9000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;32.3;DEGREES CELSIUS;Passed all quality control checks;7;DEGREES CELSIUS;Passed all quality control checks;999.5;HECTOPASCALS;Passed all quality control checks;17.466875|47.121431
41136099999;SHARURAH;SA;2019;2019-09-08T23:00:00+02:00;17.466875;47.121431;720.24;210;ANGULAR DEGREES;Passed all quality control checks;Normal;2.1;METERS PER SECOND;Passed all quality control checks;22000;METERS;Passed all quality control checks;Missing;No;9000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;32.0;DEGREES CELSIUS;Passed all quality control checks;7;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;17.466875|47.121431
41036099999;TAIF;SA;2019;2019-09-08T23:00:00+02:00;21.483418;40.544334;1477.67;210;ANGULAR DEGREES;Passed all quality control checks;Normal;2.1;METERS PER SECOND;Passed all quality control checks;22000;METERS;Passed all quality control checks;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;28.0;DEGREES CELSIUS;Passed all quality control checks;9;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;21.483418|40.544334
40437099999;KING KHALED INTL;SA;2019;2019-09-08T23:00:00+02:00;24.95764;46.698776;624.53;350;ANGULAR DEGREES;Passed all quality control checks;Normal;2.6;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;32.0;DEGREES CELSIUS;Passed all quality control checks;5;DEGREES CELSIUS;Passed all quality control checks;1002.6;HECTOPASCALS;Passed all quality control checks;24.95764|46.698776
40437099999;KING KHALED INTL;SA;2019;2019-09-08T23:00:00+02:00;24.95764;46.698776;624.53;350;ANGULAR DEGREES;Passed all quality control checks;Normal;2.6;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;32.0;DEGREES CELSIUS;Passed all quality control checks;5;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;24.95764|46.698776
40394099999;HAIL;SA;2019;2019-09-08T23:00:00+02:00;27.437917;41.686292;1015.28;30;ANGULAR DEGREES;Passed all quality control checks;Normal;1.0;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;29.0;DEGREES CELSIUS;Passed all quality control checks;8;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;27.437917|41.686292
40373099999;QAISUMAH;SA;2019;2019-09-08T23:00:00+02:00;28.335192;46.125069;357.83;310;ANGULAR DEGREES;Passed all quality control checks;Normal;3.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;No;10000;METERS;Passed all quality control checks;Missing;Passed gross limits check if element is present;31.4;DEGREES CELSIUS;Passed all quality control checks;11;DEGREES CELSIUS;Passed all quality control checks;1002.8;HECTOPASCALS;Passed all quality control checks;28.335192|46.125069
40373099999;QAISUMAH;SA;2019;2019-09-08T23:00:00+02:00;28.335192;46.125069;357.83;310;ANGULAR DEGREES;Passed all quality control checks;Normal;3.1;METERS PER SECOND;Passed all quality control checks;99999;METERS;Passed gross limits check if element is present;Missing;Yes;9900;METERS;Passed all quality control checks| data originate from an NCEI data source;Missing;Passed gross limits check if element is present;31.0;DEGREES CELSIUS;Passed all quality control checks;11;DEGREES CELSIUS;Passed all quality control checks;9999.9;HECTOPASCALS;Passed gross limits check if element is present;28.335192|46.125069
